ID	Reference	Second Reference	Text	Attribution	Possible Source	First mentioned	Variant	Second Variant
916	Ps 91:6-7		Τίς ἱκανὸς ἐξετάσαι τῆς σῆς προνοίας τοὺς λόγους	Jo(hn/bius)	Theodoret of Cyrrhus	IV:493-494		
917	Ps 91:6		Διαλογισμοὺς δὲ τὰς βουλὰς εἶπεν αἵτινές εἰσι βαθεῖαι καὶ ἀκατάληπτοι.		Euthymius Zygabenus	III:400		
918	Ps 91:6		Αἱ κοσμοπρεπεῖς θεοσημεῖαι τοῦ θεοῦ λόγου καὶ τὰ ποιήματα			II:53	II:205-206	
919	Ps 91:6		Αἱ κοσμοπρεπεῖς δεοσημεῖαι τοῦ θεοῦ λόγου καὶ τὰ ποιήματα			II:205-206	II:53	
920	Ps 91:6		Τὸ “ὡς” ἐπιτατικῶς ἢ ἀντὶ τοῦ ὄντως.		Origen	V:157		II:157
921	Ps 91:7		Ὁ παλαιὸς Ἰσραήλ.			II:206	V:23	
922	Ps 91:7		Τὸν Ἰούδα λέγει.			II:206	V:23	
923	Ps 91:7		Τὸν Ἰούδα λέγει καὶ τὸν Ἰσραήλ.			V:23	II:206	
924	Ps 91:8		Διέκυψαν οὖν τουτέστι κατεκάμφθησαν καὶ ἐταπεινώθησαν		Origen	V:157		
925	Ps 91:8		Ὁ σωτήρ φησι· Πῦρ ἦλθον βαλεῖν ἐπὶ τὴν γῆν· ὁ δὲ Παῦλος		Evagrius	II:264-265		II:314, III:403, IV:285, IV:313
926	Ps 91:10-11		Οὕτως καὶ οἱ εἰς θεὸν μόνον ἔχοντες τὴν ἐλπίδα ἀεὶ νικῶσι	John Chrysostom		IV:494		
927	Ps 91:10		Τιμωρίαις φησὶ ἀνηκέστοις τοὺς βλασφημοῦντας ὑποβαλεῖς	Theodoret of Cyrrhus		IV:313		
928	Ps 91:11		Εἶδος θηρίου· ἐπὶ τοῦ μετώπου φέρει τὸ κέρας, ἀήττητον	Athanasius of Alexandria	Cosmas Indicopleustes	II:107	III:158-159	II:206, IV:209, IV:349, V:23
929	Ps 91:11		Ὁ μονόκερώς ἐστιν εἶδος θηρίου ἐπὶ μετώπου φἐρον(…) ἀλώβητος	Athanasius of Alexandria	Cosmas Indicopleustes	III:158-159	II:107	II:206, IV:209, IV:349, V:23
930	Ps 91:11		Τότε ὑψωθήσεται ἡ βασιλεία μου ἡ κατὰ θεὸν καθάπερ μἐγα τὸ κέρας			II:206		
931	Ps 91:12		Ὅτι καὶ οὐ περὶ τῶν ἔξω αἰσθήσεων λέγει, ἀλλὰ περὶ τῶν νοητῶν		Origen	V:157		
932	Ps 91:12		Τοὺς δαίμονας λέγει.			II:73		
933	Ps 91:13		Οἱ φοίνικες εὐμεγέθεις καὶ λεῖοι ὄντες διὰ τὴν ὀρυκτὴν τῶν στελεχῶν			IV:209		
934	Ps 91:13		Ὅρα μοι, ἀγαπητέ, διαφορὰν φυτῶν κατὰ τὴν διαφορὰν τῶν ἁγίων	John of Constantinople		II:264		II:314, II:295, II:314, II:335, II:345, IV:285, IV:313
935	Ps 91:14		Ἐν τῇ ἐκκλησίᾳ οἷαπερ ἐν αὐλαῖς τῇ εἰσόδῳ τῆς γραφῆς τῇ κατὰ νοῦν			II:206		
936	Ps 91:14		Οἱ δίκαιοι δηλονότι.			III:191		III:224, V:65
937	Ps 91:14		Οἶκον καὶ αὐλὰς κυρίου τὰς ἐκκλησίας δηλοῖ ὁ προφήτης.			II:73		
938	Ps 91:16		Διὰ τὸ εἶναι αὐτὸν κακίας ἀνεπίδεκτον.			II:53		
939	Ps 91:16		Ὄπισθεν χωρὶς τοῦ ἔτι ἐπιαίνετο τὸ γῆρας, νῦν δὲ μετὰ		Origen	V:157		
940	Ps 100 hypothesis		Ἰδὼν ὁ μακάριος Δαβὶδ ὡς ἀδύνατόν ἐστιν χωρὶς τῶν τῆς ἀρετῆς	Eusebius of Caesarea		IV:350		
941	Ps 100:1-2		Ἔλεον εὐποιίαν κρίσιν καὶ πίστιν.			IV:495		
942	Ps 100:1-2		Κεκρυμμένην δὲ καὶ δεδοκιμασμένην τὴν ἐλεημοσύνην σαφῶς			IV:161		
943	Ps 100:1		Καὶ καλῶς ᾄσειν ὑπισχνεῖται τῷ θεῷ ταῦτα ὅτι ἀγαπᾷ ταῦτα			III:236		
944	Ps 100:1		Πανταχοῦ σὺν τῷ ἐλέῳ καὶ τὴν κρίσιν ᾄδει τῷ φιλανθρώπῳ θεῷ			II:207		
945	Ps 100:2		Καὶ ἐν τῷ κδ΄ ψαλμῷ φησι “χρηστὸς καὶ εὐθὴς ὁ κύριος”			III:237		
946	Ps 100:2		Νοήσεις καὶ οὕτως ὡς ἔκ τινος λέγοντος ὅτι ἐγώ, δέσποτα			III:237		
947	Ps 100:2		Νῦν μέν, ὦ δέσποτα, ψάλλω σοι κακίᾳ συζῶν· ψαλῶ σοι			III:237		
948	Ps 100:2		Πότε κατασκηνώσει ἐπ' ἐμὲ ἡ χείρ σου;			IV:37		
949	Ps 100:3		“Οὐ προετιθέμην πρὸ τῶν ὀφθαλμῶν μου πρᾶγμα παράνομον”	Hesychius of Jerusalem	Hesychius of Jerusalem (Antonelli)	V:159		
950	Ps 100:3		Ταῦτα τοῦ κατὰ θεὸν τελείου ἀνθρώπου τὰ λόγια.			II:158		V:280
951	Ps 100:3		Τοῦτο τὸ ῥητὸν καὶ τὰ ἑπόμενα καθεξῆς εἰ μὲν ἐκ τοῦ προσώπου			III:237		
952	Ps 100:4		Ἐκκλίνει καὶ φεύγει μὴ φέρων τὸν ἅγιον ὁ πονηρός	Origen		IV:314		
953	Ps 100:4		Ἐπειδὴ πάντως οὐδὲ ἐγγίζοντος αὐτοῦ ἐπεστράφη πρὸς αὐτόν			II:207		II:135
954	Ps 100:5		Αὕτη ἡ σύνταξις ἡ λέγουσα "ὑπερηφάνῳ ἀνθρώπῳ καὶ αὐτίκα			III:238		
955	Ps 100:5		Καὶ ἄλλως τοῖς ἀνωτέρω φησὶ ῥηθεῖσιν οὐ συνηρίστησα πώποτε			III:237		
956	Ps 100:5		Ὅτε καὶ τοὺς ἐν τῇ καρδίᾳ συνισταμένους κατὰ τῶ ἀδελφῶν λογισμοὺς			II:207		II:135
957	Ps 100:5		Ὅτι καὶ καθυπερτεροῦντας ἐν τῇ ὑπερηφανίᾳ λογισμοὺς τῶν ἀδελφῶν			II:207		II:135
958	Ps 100:5		Τοὺς ὑπερηφάνους καὶ ἀλαζῶνας λέγει.			III:159		
959	Ps 100:6-7		Οἱ δὲ μὴ οὕτως διακείμενοι ἀλλὰ τἀναντία φρονοῦντες	Theodoret of Cyrrhus		II:336		
960	Ps 100:6		Ἐν τῇ δευτέρᾳ δηλονότι παρουσίᾳ.			II:158		
961	Ps 100:6		Ἢ οἰκία ὁ νοῦς· ἐν τούτῳ οὖν οὐ συνεχώρουν λογισμὸν		Origen	V:159		
962	Ps 100:6		Λεκτέον τῷ ῥητῷ πρὸς τοὺς ἱερεῖς τοὺς ὑπηρετοῦντας τῷ θείῳ			II:135		
963	Ps 100:6		Νοοῖτο δ’ ἂν «λαλῶν ἄδικα” ὡρισμένως ὁ Ἰουδαίων ὄχλος.		Origen	V:159		
964	Ps 100:6		Χρὴ γὰρ μὴ μόνον ἐκβἀλλειν τοὺς ῥυπαροὺς καὶ τοὺς τῆς ὑπερηφανίας			II:207-208		II:135
965	Ps 100:7		Ἀκάθαρτος ἡ οἴησις· διὰ τοῦτο Μωυσῆς κελεύει· Ὅταν φυτεύσῃς	Athanasius of Alexandria		II:54		
966	Ps 100:7		Ὁ τοιοῦτος αἰσχυνόμενος ἀπεστρέφετο.			III:159		IV:349
967	Ps 100:8		Ἅμα Ἰουδαίοις καὶ αἱρετικοῖς καὶ τοῖς λίαν ἀθέοις σχισματικοῖς.	Hesychius of Jerusalem (Jagić)		II:266		II:296, II:315, IV:286
968	Ps 100:8		Εἰ καὶ περὶ τῆς θεοτόκου καλῶς ἀλλαχοῦ ἐκλαμβάνεται		catena (reader/compiler)	V:159		
969	Ps 100:8		Ἤγουν τοὺς δαίμονας.			II:38		
970	Ps 100:8		Ἰωσίας ὁ βασιλεύς.			II:54		
971	Ps 100:8		Ὅρα κἀνταῦθα τὴν τοῦ Χριστοῦ ἀνάστασιν.			II:158		
972	Ps 100:8		Ὅτι ἅπαντας τοὺς δυσσεβεῖς ἱερέας Ἰωσίας ὁ βασιλεὺς κατηκόντισεν	Theodore of Mopsuestia, Theodoret of Cyrrhus	Theodoret of Cyrrhus, Athanasius of Alexandria	III:475		IV:349, IV:399
973	Ps 100:8		Τουτέστι τῷ φωτὶ τῆς γνώσεως διακρίνων καὶ ἐξολοθρεύων			II:208		
974	Ps 101 title		Ἡ ἐπιγραφὴ τοῦ ρα΄ ψαλμοῦ ἐστιν ὄπισθεν τοῦ καταβατοῦ		catena (reader/compiler)	III:282		
975	Ps 101:2		Δηλοῖ δὲ διὰ τούτων τῶν ῥημάτων τὸ μέγεθος τῶν συμφορῶν.			III:414		
976	Ps 101:3		Μεμνημένος τῶν ἁμαρτιῶν μου.		Hesychius of Jerusalem (Antonelli)	IV:38	II:54	
977	Ps 101:3		Πρόσωπον δὲ τὴν ἐπιφάνειαν καλεῖ· “ἐν δὲ ᾗ ἂν ἡμέρᾳ”			V:162		
978	Ps 101:3		Πρόσωπον θεοῦ πατρὸς ὁ μονογενὴς υἱὸς αὐτοῦ Ἰησοῦς ὁ Χριστός.	Athanasius of Alexandria		II:110		
979	Ps 101:3		Τῶν ἁμαρτιῶν μου μὴ μεμνημένος.		Hesychius of Jerusalem (Antonelli)	II:54	IV:38	
980	Ps 101:4		Ἀπὸ τῆς πολλῆς ἐκ δαιμόνων θλίψεως ἔστενεν ὁ ἄνθρωπος	John		III:414		IV:498
981	Ps 101:4		Ἔκ τε ἀνθρώπων καὶ δαιμόνων.			III:476		IV:351, IV:401, IV:448, IV:498
982	Ps 101:4		Ἐν τῇ παραβάσει δηλονότι.			II:159		V:280
983	Ps 101:4		Φρύγιον δὲ τὸ φρύγανον λέγει.		Hesychius of Jerusalem (comm. magn.)	III:414		
984	Ps 101:5-6		Γυμνοῖς καὶ τοῖς ὀστέοις καὶ ἄμοιρος σαρκὸς ὁλῶς.			IV:315		
985	Ps 101:5		Καρδία γὰρ διὰ τὴν πρὸ τῆς μετανοίας κακίαν, ὅταν ὁ λόγος			III:414		
986	Ps 101:7		Συμφέρει δὲ τῇ ψυχῇ ἡ τῶν βιωτικῶν πραγμάτων ἐρημία		Hesychius of Jerusalem (comm. magn.)	III:414-415		
987	Ps 101:7		Φασὶ περὶ τούτου τοῦ ζῴου ἢ τούτου πελεκανοῦ μάχην			II:136-137		
988	Ps 101:7		Ὡσεὶ ἀράχνη.			II:136		
989	Ps 101:8		Κατὰ παραβολὴν λέγει· παραβολὴ δέ ἐστιν ὅταν ἡμᾶς ἀπὸ τῶν προσόντων		Adrian	II:209		
990	Ps 101:9		Οἱ πρώην ἐπαινοῦντές με νῦν κατὰ τῶν ἐμῶν ὀμνύουσι		Theodoret of Cyrrhus	III:415		
991	Ps 101:10		Τὰς εἰδωλικὰς δηλονότι θυσίας ὁ ἄνθρωπος ἤσθιεν.		Hesychius of Jerusalem (Jagić)	II:159		
992	Ps 101:11		Εἰς μέγα δόξης ἀρθέντα τὸν λαὸν καὶ τιμηθέντα κατέρραξας			IV:498		
993	Ps 101:11		Παρώργισε γὰρ τῇ εἰδωλολατρείᾳ τὸν θεὸν τοῦ Ἰσραὴλ		Hesychius of Jerusalem (Jagić)	III:415		
994	Ps 101:12-13	Ps 101:13	Γενεὰν δὲ καὶ γενεάν φησι τὴν ἐξ ἐθνῶν δηλονότι πιστεύσασαν εἰς Χριστόν.	Eusebius of Caesarea		V:67	III:225	
995	Ps 101:12		Ἀνωφελεῖς μοι γεγόνασιν.	Eusebius of Caesarea	Hesychius of Jerusalem (Antonelli)	II:24 = IV:38		II:54, IV:88
996	Ps 101:13	Ps 101:12-13	Γενεὰν δὲ καὶ γενεάν φησι τὴν ἐξ ἐθνῶν.	Eusebius of Caesarea		III:225	V:67	
997	Ps 101:13		Σὺ δὲ μηδὲν ἔχων ἐπίκηρον ἄτρεπτός τε καὶ ἀναλλοίωτος			III:415		
998	Ps 101:14		Ἀληθῶς δὲ καὶ κυρίως τὴν τοῦ δεσπότου Χριστοῦ ἀνάστασιν			III:161		IV:351
999	Ps 101:14		Λέγει δὲ τὴν νέαν ἐκκλησίαν.			II:209-210		
1000	Ps 101:14		Σιὼν ἡ ἐκκλησία.			IV:498		
1001	Ps 101:15-16		Ἢ τοὺς οἰκοδομεῖν ταύτης ἀποστόλους καὶ διδασκάλους			IV:498		
1002	Ps 101:15-16		Οἱ τὰ χοικὰ φρονοῦντες.			IV:498		
1003	Ps 101:15		Λίθους τοὺς ἀποστόλους φησὶ δι' ὧν ἐσώθησαν οἱ πιστεύσαντες	Athanasius of Alexandria		III:415		IV:498
1004	Ps 101:15		Οἱ ἀπόστολοι.			II:167		
1005	Ps 101:16	Ps 101:17	Ἄλλος φησὶν ὡς ἐκ προσώπου τῶν ἐν Βαβυλῶνι αἰχμαλωτισθέντων	Theodoret of Cyrrhus	catena (reader/compiler)	I:154		I:289
1006	Ps 101:16		Δόξαν φησὶ τὴν ἐν σαρκὶ αὐτοῦ.			II:210		
1007	Ps 101:17		Ἐν τῇ δόξῃ δὲ εἶπεν ἵνα μἠ τις ἄνθρωπον ψίλον αὐτὸν εἶναι			III:161		IV:351, IV:402, IV:448
1008	Ps 101:17		Ἐρχόμενος διὰ τῶν νεφελῶν ἐξ οὐρανῶν, προηγουμένων			II:268		II:297, IV:315
1009	Ps 101:17		Καὶ μετὰ ταῦτα ὤφθη τοῖς ἐν γῇ ὁ τῶν ὅλων κύριος διὰ σαρκός.			III:161		IV:351, IV:402, IV:448
1010	Ps 101:17		Πρόρρησιν ὁ λόγος ἔχει τῆς τοῦ σωτῆρος ἐνανθρωπήσεως· μετὰ γὰρ			III:161		IV:351, IV:402, IV:448
1011	Ps 101:17		Σιὼν δὲ τὴν ἐκκλησίαν λέγει· δόξῃ δὲ ἐν τῇ σαρκὶ αὐτοῦ.			II:55		
1012	Ps 101:17		Τὴν ἐκκλησίαν φησί.		Athanasius of Alexandria	II:267		II:297, II:337, II:375
1013	Ps 101:18		Ἔνευσε προσευχὴν τοῦ ἐκκενωμένου καὶ οὐκ ἐξευτέλισε			IV:287		
1014	Ps 101:18		Τοὺς προφήτας λέγει ταπεινούς.	Apollinarius of Laodicea	Hesychius of Jerusalem (comm. magn.)	II:109		II:159, II:231
1015	Ps 101:18		Τῶν προφητῶν.			II:167		
1016	Ps 101:19-21		Τοῦ στεναγμοῦ.			IV:499		
1017	Ps 101:19		Ἢ αἱ ἐξ ἐθνῶν ἀγέλαι.			II:210		
1018	Ps 101:19		Ὁ ἐξ ἐθνῶν συλλεγεὶς ὥς φησι Παῦλος· "εἴ τις ἐν Χριστῷ			III:415		
1019	Ps 101:20-22		Ἄλλος δὲ ἥρμοσε τὰ προκείμενα καὶ τοῖς ἐν αἰχμαλωσίᾳ	Theodoret of Cyrrhus	catena (reader/compiler)	I:154-155		
1020	Ps 101:20-21		Αὕτη δέ ἐστιν ἡ ἐκκλησία.		Athanasius of Alexandria	IV:164		
1021	Ps 101:20		Ἤτοι ἐν τῇ παρθένῳ.			II:159		
1022	Ps 101:20		Καὶ ἐν τούτῳ τῆν τοῦ δεσπότου συγκατάβασιν προμηνύει.			III:161		
1023	Ps 101:20		Τὴν ἐπιφάνειαν τοῦ σωτῆρος λέγει.		Athanasius of Alexandria	II:167-168		
1024	Ps 101:20		Ὕψος δὲ ἅγιον τὴν θείαν φύσιν καλεῖ· τὸ δὲ “ἐπέβλεψεν”			V:162		
1025	Ps 101:21		Διὰ γὰρ τὸν ἄνθρωπον ὁ Χριστὸς παρεγένετο.			II:159-160		
1026	Ps 101:21		Σειραῖς γὰρ τῶν ἑαυτοῦ ἁμαρτιῶν ἕκαστος σφίγγεται.			III:161		
1027	Ps 101:21		Τῇ τῶν εἰδώλων πλάνῃ δηλονότι.			II:160		V:280
1028	Ps 101:21		Τὴν αἰτίαν καὶ τὴν πρόφασιν τῆς συγκαταβάσεώς φησι.		catena (reader/compiler)	V:160		
1029	Ps 101:22		Σιὼν ἡ ἐκκλησία.		Athanasius of Alexandria	II:168		
1030	Ps 101:22		Σιὼν καὶ Ἱερουσαλὴμ τὴν ἐκκλησίαν καλεῖ ἐν ᾗ τὸ τοῦ δεσπότου			III:161-162		IV:351, IV:402
1031	Ps 101:23-25		Εἰπὼν δὲ τὰ περὶ αὐτοῦ τρέπει τὸν λόγον πρὸς τὸ ὑμνῆσαι θεόν.	Theodoret of Cyrrhus	catena (reader/compiler)	I:155		
1032	Ps 101:24		Ἀνάγγειλόν μοί φησιν ὦ δέσποτα τὴν τοῦ βίου μου ὀλιγότητα		Athanasius of Alexandria	III:162		IV:351
1033	Ps 101:24		Τὴν ἔνσαρκον δηλονότι οἰκονομίαν.			IV:315		
1034	Ps 101:25		Ἐνταῦθα ἱκετεύει ὁ μακάριος τοῦ αὐξηθῆναι τὰς τῆς ζωῆς αὐτοῦ		Athanasius of Alexandria	III:162		IV:351, IV:402
1035	Ps 101:25		Ὁδὸς δὲ ἰσχύος θεοῦ ἐστὶν ὁ εἰπών· “ἐγώ εἰμι ἡ ὁδός”.			III:415		
1036	Ps 101:25	Ps 101:24	Τοῦ μηδένα γινώσκειν τὸ τέλος τοῦ χρόνου γνώρισμα τοῦτο			II:168		
1037	Ps 101:26	Ps 101:25	Γνοὺς δὲ τῷ τῆς προφητείας χαρίσματι ὡς οὐκ φθάσειε τὸ τῶν		Athanasius of Alexandria	III:162		IV:351, IV:402
1038	Ps 101:27		Περὶ τῆς δευτέρας παρουσίας λέγει.			II:74		II:110, II:160
1039	Ps 101:28		Ὁ αὐτὸς εἶ ἄτρεπτος καὶ ἀμετάβλητος.			III:415		
1040	Ps 101:29		Ἢ “σπέρμα” οἱ παρ' αὐτῶν ὠφελούμενοι.			III:415		
1041	Ps 101:29		Τοὺς μαθητευθέντας ὑπὸ τῶν ἀποστόλων λέγ<ει>.		Hesychius of Jerusalem (Jagić)	II:160		V:280
1042	Ps 118:1		Ἢ ὁδὸν τὴν πρᾶξιν τὴν ἐνάρετον· διὰ ταύτης γὰρ πρὸς οὐρανὸν ὁδεύομεν.			V:162		
1043	Ps 118:6		Πασῶν τῶν ἐντολῶν συμπλήρωσιν, παντὸς παραπτώματος			III:84		IV:224
1044	Ps 118:19		Τούτους ὁ κύριος οὐκ ἀποκρύπτει τὰς ἐντολὰς αὐτοῦ.			II:168		
1045	Ps 118:40		Ζωοποιεῖ γὰρ ἡμᾶς διὰ τῆς ἰδίας δικαιοσύνης ὁ θεὸς	Cyril of Alexandria	Cyril of Alexandria	I:290		
1046	Ps 118:40		Τοῦτο δὲ τὸ ῥῆμα σφόδρα φιλοῦντός ἐστιν.			V:162		
1047	Ps 118:52		Εἰώθει ἡ ψυχὴ φιλιστορεῖν ἐν ταῖς ἀνάγκαις			V:162		
1048	Ps 118:58		Πρόσωπον κυρίου “ὁ χαρακτὴρ τῆς ὑποστάσεως αὐτοῦ”			V:162		
1049	Ps 118:82		Παράκλησίς ἐστι καὶ ὁ κύριος ἡμῶν Ἰησοῦς Χριστός.		Athanasius of Alexandria	IV:316		
1050	Ps 118:86		Καὶ οὐκ ἔστι τὸν ἀρετῆς ἐπιμελούμενον μὴ πολλοὺς ἔχειν ἐχθροὐς.			IV:316		
1051	Ps 118:94		Εἰ τοῦ θεοῦ τυγχάνεις τὰ τοῦ θεοῦ πράττε.			II:168		
1052	Ps 118:109		Χεῖρας εἶναι λέγω τὰς πρακτικὰς ἐνεργείας	Cyril of Alexandria	Cyril of Alexandria	I:290		
1053	Ps 118:120		Κατανεκροῖ γὰρ καὶ σαρκικὰς ἡδονὰς τοῦ θεοῦ ὁ φόβος.			I:290		
1054	Ps 118:120		Τὸ καθήλωσον ἀντὶ τοῦ πῆξον· πῆξον οὖν φησιν εἰς ἁγνείαν	Cyril of Alexandria	Cyril of Alexandria	I:290		
1055	Ps 118:127		Λίθος ὑποχλωρίζων πολύτιμος· ἐκλήθη δὲ πάζιον, διότι	Epiphanius	lexeis, Origen, Olympiodorus of Alexandria	V:332-333		
1056	Ps 118:135		Καὶ αὐτὸν τὸν κύριον ἡμῶν Ἰησοῦν Χριστόν· πρόσωπον γὰρ			IV:316		
1057	Ps 131:3-5	Ps 131:3	Οὐδεμιᾶς φησιν ἀναπαύλης μεθέξω πρὶν ἂν μάθοιμι τὸν τοῦ κυρίου	Cyril of Alexandria		II:112		II:232
1058	Ps 131:3-5		Οὕτως ἦν με μεριμνημένη καὶ τῷ θείῳ ἔρωτι κάτοχος ἡ ψυχὴ			III:421		
1059	Ps 131:3		Φησὶ γὰρ ὁ Δαβὶδ "ἐπιθυμίᾳ ἐπιθυμῶ τὴν κιβωτὸν διαθήκης	Eusebius of Caesarea	John Chrysostom	III:479		IV:352, IV:404
1060	Ps 131:6		Αὕτη ἐστὶν ἡ Βηθλεέμ· ἐκεῖ δὲ ὁ δεσπότης ἐτέθη Χριστός.			II:169		V:280
1061	Ps 131:6		Διανοίχθαι (sic) Χριστῷ Βηθλεὲμ τῆς πόλεως Δαβὶδ ἐξ ἧς ὁ Χριστὸς			IV:210		
1062	Ps 131:6		Εἰς τὸ σπήλαιον· τόπος οὗτος τῆς ἁγίας πόλεως			II:160-161		
1063	Ps 131:6		Ἐν τῷ σπηλαίῳ φησίν.			II:39		
1064	Ps 131:6		Τὴν κιβωτὸν δηλονότι.			III:226		
1065	Ps 131:6		Τὴν παρθένον λέγει. Ἐφραθὰ γὰρ ἡ Βηθλεὲμ ἑρμηνεύεται.		Hesychius of Jerusalem (Jagić)	II:39		
1066	Ps 131:6		Τῆς ὕλης.			II:161		
1067	Ps 131:7		Περὶ τοῦ σταυροῦ τοῦ κυρίου λέγει.			II:75		
1068	Ps 131:7		Πόδας δὲ κυρίου τὴν ἐπὶ γῆς τοῦ Χριστοῦ παρουσίαν ἐκδέχου.			II:211-212		
1069	Ps 131:7		Τὸν ζωοποιὸν λέγει σταυρόν.			II:161		II:169
1070	Ps 131:7		Τὸν σταυρόν φησιν.		Hesychius of Jerusalem (Antonelli)	II:39		
1071	Ps 131:8		Ἡ ἁγία παρθἐνος Μαρία.			II:161		
1072	Ps 131:8		Οἳ μὲν εἰς τὴν ἀνάστασιν τοῦ κυρίου, οἳ δὲ εἰς τὴν ἀνἀληψιν		catena (reader/compiler)	II:212		
1073	Ps 131:8		Τὴν εἰς οὐρανοὺς αὐτοῦ ἄνοδον ἐν τούτῳ προθεσπίζει.		Athanasius of Alexandria	III:163		IV:405, IV:451
1074	Ps 131:10		Εἶτα ἐπειδὴ ταῦτα ᾔτησαν, αὐτοὶ δὲ ἦσαν ὑπεύθυνοι			III:421		
1075	Ps 131:10		Χριστὸν δὲ αὐτὸν λέγει διὰ τὸ κεχρῖσθαι τῷ ἁγίῳ ἐλαίῳ.			II:212		
1076	Ps 131:10		Χριστὸν ἐνταῦθα τὴν βασιλείαν καλεῖ.			II:161		
1077	Ps 131:11		Προδήλως τὸν ἐκ σπέρματος τοὺ Δαβὶδ ἐσόμενον, τὸν κατὰ σάρκα			II:212		
1078	Ps 131:11		Τὸν υἱὸν δηλονότι.			III:226		
1079	Ps 131:12		Οἱ ἀπόστολοι καὶ οἱ πιστοί.		Hesychius of Jerusalem (Jagić)	II:39		
1080	Ps 131:13		Περὶ τῆς ἐκκλησίας φησίν.			III:226		
1081	Ps 131:13		Προδήλως τὴν ἐκκλησίαν φησὶ καὶ τοὺς διδακτικοὺς τῆς καινῆς διαθήκης.		Athanasius of Alexandria	II:212		
1082	Ps 131:13		Τὴν παναγίαν παρθένον Μαρίαν.			II:75		II:161
1083	Ps 131:13		Τοῦτον οὖν τὸν τόπον ὃν ἐξελέξω μὴ ἐγκαταλίπῃς.			III:421		
1084	Ps 131:15-18		Ἄλλος ἀντὶ τοῦ τὴν θήραν τὴν χήραν ἐξέδωκε καὶ φησί		catena (reader/compiler)	I:158		
1085	Ps 131:15-16		Ἀλλὰ καὶ ὅτε τὴν αὐτοῦ διαθήκην ἐφύλαττον	Origen		V:70		
1086	Ps 131:15		Ἤγουν τὸν ἐπισιτισμὸν τὴν ἀφθονίαν.			IV:210		
1087	Ps 131:15		Καὶ τοῖς δεομένοις δὲ παρέξω τῶν ἀναγκαίων τὴν χρείαν.			III:421		
1088	Ps 131:15		Τὰ πλήθη τῶν ἐν αὐτῇ πιστῶν θήραν ἀποκαλεῖται τὴν χἠραν τὴν ψυχήν			II:212		
1089	Ps 131:15		Τοὺς κατὰ θεὸν πτωχεύσαντας τῷ πνεύματι, τρεφομένους		Athanasius of Alexandria	II:212		
1090	Ps 131:15		Τῶν ἐπισιτισμῶν τὰ ἀγαθά.			III:163		
1091	Ps 131:17	Ps 131:16	Ἐκεῖ ἐν τῇ προειρημένῃ ἐποχῇ.			II:212-213		
1092	Ps 131:17		Κέρας δὲ καὶ ἡ δύμανις δι' οὗ πᾶσα τῶν ἐχθρῶν ἡ ἰσχὺς			IV:317		
1093	Ps 131:17		Κέρας φησὶ τὴν δύναμιν.			III:226		
1094	Ps 131:17		Οἳ μὲν λύχνον ὡς τὸ λαμπρὸν τῆς προφητείας ἡρμήνευσαν, οἳ δὲ		catena (reader/compiler)	IV:210		
1095	Ps 131:17		Τὴν θεοτόκον λέγει.		Hesychius of Jerusalem (Jagić)	II:39		
1096	Ps 131:18		Ἐὰν δὲ πορεύσωνται πλαγίως, τἀναντία ἕξουσιν.			IV:317		
1097	Ps 131:18		Ἐν τῇ ἡμέρᾳ τῆς κρίσεως, ἐν δυνάμει αἰσχύνην ἐνδύσω			II:213		
1098	Ps 131:18		Μάρτυρες Ἰουδαῖοι πεῖραν λαβόντες τῆς αἰσχύνης· ὃν γὰρ ὡς ἄνθρωπον			III:163		IV:352
1099	Ps 131:18		Τοὺς Ἰουδαίους δηλονότι.			III:226		
1100	Ps 141 hypothesis		Φεύγων τὸν Σαοὺλ ὁ μακάριος Δαβὶδ ὑπὸ τὸ σπήλαιον εἰσέδυεν	Athanasius of Alexandria		II:113		
1101	Ps 141:2-3		Πᾶσαν τῆς ψυχῆς τὴν εἰς θεὸν πεποίθησιν διὰ τῆς ἐκχύσεως	Athanasius of Alexandria		II:114		
1102	Ps 141:2		Φωνὴν ἐνταῦθα τὴν ἐκ διανοίας ἀναπεμπομένην			IV:353		
1103	Ps 141:3		Αὐτῷ γὰρ μόνῳ ἔδει προσιέναι.	Athanasius of Alexandria		II:114		
1104	Ps 141:3		Ἐξομολογούμενος τὰ ἐμὰς ἀνομἰας.		Hesychius of Jerusalem (Antonelli)	II:40		
1105	Ps 141:3		Ταῦτα δὲ λέγει ὁ Χριστὸς καὶ βοᾷ ἐκ προσώπου τοῦ Ἀδάμ.		Hesychius of Jerusalem (Jagić)	IV:353		
1106	Ps 141:4		Εἰς τοσοῦτόν φησι θλίψεις ἀκηδίας περιήλασαν ὡς δοκεῖν αὐτὴν	Athanasius of Alexandria		II:114		
1107	Ps 141:4		Ἐν τῷ λαμβάνειν ἀπ’ ἐμοῦ τὴν ψυχήν μου, σὺ γινώσκεις		Hesychius of Jerusalem (Antonelli)	II:40		
1108	Ps 141:4		Ἢ ἕως οὗ δικαίως διώκομαι ἐπίστασαί φησι.		Athanasius of Alexandria	III:286		
1109	Ps 141:4		Καὶ σὺ ἔγνως ὅτι τότε μᾶλλον γέγονα σπουδαιότερος.		John Chrysostom	III:424-425		
1110	Ps 141:5		Ἀντὶ τοῦ· ὑπὲρ τῆς ψυχῆς πολεμῶν.	Athanasius of Alexandria		II:114		
